keywords,year,id,_title,_author,_month,_day,_path,_fulltext
"All,regnet,feindsender,immer,wahr,bekommen,gefallen,schon,ganzen,mieser,sommer,leben,wirklich,gerne,glauben,wetter,zeichen,bestätigen,menschen,verhalten,hören",2017,0010, Feindsender,BenLo,08,05,vikus-viewer/data/fulltext/pdf/zh170805 - 12 - Feindsender.pdf,"|
alltäglichkeiten
ộ
feindsender
lo
es regnet  regnet schon den ganzen tag  ein mieser sommer ist das wieder  immer nur regen  es 
kann doch nicht wahr sein  wo kommt das ganze wasser her 
es ist auch nicht wahr  
weder regnet es den ganzen tag noch ist das ein mieser sommer  schon gar nicht  wieder  wir leben 
hier in mitteleuropa nicht weit vom meer  da ist es durchaus normal  dass es des öfteren regnet  
aber noch öfter regnet es nicht  aber der mensch ist ein wesen  welches durch häufiges 
wiederholen irgendwann glaubt  es sei wirklich so  da er außerdem gerne recht hat  und nicht wahr 
haben will  dass es nur ein glaube sei  sucht er nach gründen für diesen glauben an das schlechte 
wetter  er horcht genau  wenn es zeichen gibt  die den glauben bestätigen und übersieht gerne die 
zeichen  die dagegen sprechen  so werden wir immer mehr ein volk von mies-launigen menschen  
die das pech haben in einem total vom schlechten wetter geprägten teil dieser erde leben müssen 
diese verhalten findet man ja leider auch in anderen zusammenhängen  so lesen  hören oder sehen 
wir menschen bevorzugt die medien  und in diesen medien wiederum am liebsten die beiträge  die 
unsere eigene meinung bestätigen  das führt dann dazu  dass immer weniger austausch zwischen 
verschieden denkenden gruppen stattfindet und verhindert das verständnis für andersdenkende  
heute wird uns ja sogar die arbeit  sich seine beiträge auszusuchen auch noch abgenommen  im 
internet bekommen wir ja automatisch sachen angeboten  die uns gefallen  das verrückte daran ist 
ja  dass die algorithmen  die aus unserem früheren verhalten errechnen was uns gefallen könnte  
meistens wirklich unseren geschmack treffen  wir freuen uns diese vorschläge zu bekommen  und 
wir können nicht merken  dass unter den vielen tausend angeboten  die wir nicht zu gesicht 
bekommen  ja mit sicherheit das eine oder andere ist  das zwar völlig anders ist  uns aber doch sehr 
gut gefallen und uns vielleicht entscheidend weiter bringen würde 
in diesem sinne  ab und zu mal wieder feindsender hören    
anbenlo@gmx de
zh170805-12  -  feindsender - seite 1 von 1
 "
"All,leben,manchmal,bringt,geht,nacht,alltäglichkeiten,hitze,täglichen,kampfes,gegebenheiten,erschöpfend,versuche,geist,weiten,regen,trübsal,beruhigend,hitzige,gemüt,bezwingt",2017,0011, Ist das das Leben,BenLo,07,20,vikus-viewer/data/fulltext/pdf/zh170720 - 23 - Ist das das Leben.pdf,"|
alltäglichkeiten
ộ
ist das das leben
lo
hitze des täglichen kampfes mit den gegebenheiten
erschöpfend die versuche den geist zu weiten
regen manchmal trübsal bringt
beruhigend manchmal das hitzige gemüt bezwingt 
alltag kann wohltuend sein
alles geht von ganz allein  
morgen ich weiß nicht wie das geht
denkorgie  alles durcheinander weht
nacht bringt schlaf und lässt mich treiben
vergessen  an nichts mehr reiben
es könnte nacht bleiben
anbenlo@gmx de
zh170720-23  -  ist das das leben - seite 1 von 1
 "
"All,welt,danksagung,schon,richtig,viele,richtung,alltäglichkeiten,lebe,angst,erbebe,manchmal,lache,mehr,lange,nächte,wache,zukunft,sehe,leid,wehe",2017,0012, Danksagung Oder was soll ich tun,BenLo,07,15,vikus-viewer/data/fulltext/pdf/zh170715 - 19 - Danksagung Oder was soll ich tun.pdf,"|
alltäglichkeiten
ộ
danksagung  oder was soll ich tun 
lo
dass ich noch lebe
nicht vor angst erbebe    
dass ich manchmal lache
nicht mehr lange nächte wache    
dass ich wieder zukunft sehe
nicht nur leid und wehe    
dass ich bei euch heute
lerne kennen gute leute
nur selten welche die erröten
weil insgeheim sie wollen mich töten 
sie werden es nicht tun
da bin ich sicher  kann nachts ruhn 
ich will euch danken für all dass
und ich meine das ohne hass
bin doch sehr zufrieden hier
trinke sogar schon abends bier
denn die welt ist so geschaffen
auch durch euren verkauf von waffen 
so  jetzt will ich ehrlich sein
das da oben könnte so sein
nicht ich  jemand anders wurde vertrieben
und ich habe in seinem namen geschrieben 
wahrscheinlich so richtig dumm
mogle mich um wirklichkeit rum 
will sie eigentlich gar nicht wissen
habe schon so ein schlechtes gewissen 
fühl mich von der welt überrollt 
hätte ich gemusst oder gesollt 
richtig wirklich nichts ich schaffe 
aber greif ich auch noch eine waffe 
oder sollte ich viele lieder singen 
das wird der welt nur wenig bringen 
wenn nun viele menschen versuchten 
nicht nur die betuchten 
die alltäglichen sachen 
die sie  jeder für sich  so machen 
kurz zu bedenken
und in richtung frieden lenken 
 es reicht die richtung ohne gewichtung 
dann wird sich durch dieses handeln
langsam  aber stetig die welt verwandeln 
anbenlo@gmx de
zh170715-19  -  danksagung  oder was soll ich tun - seite 1 von 1
 "
"All,maus,schrank,natur,scheiben,sommer,heiß,brummer,betreff,alltäglichkeiten,hinkuckt,heute,schreiben,dicken,brummern,katze,tatze,gespielt,spass,frass,gefressen",2017,0013, Natur wo man auch hinkuckt,BenLo,10,24,vikus-viewer/data/fulltext/pdf/zh171024 - 16 - Natur wo man auch hinkuckt.pdf,"|
alltäglichkeiten
ộ
natur wo man auch hinkuckt
lo
heute werde ich schreiben
von dicken brummern an den scheiben 
es kam im sommer unsere katze
mit einer maus in ihrer tatze 
sie hat gespielt und hatte spass
bis sie die maus dann doch noch frass 
doch nicht alles sie gefressen
den rest unter m schrank vergessen 
wir bekamen die belohnung 
ein süßlicher duft zog durch die wohnung 
es war sommer und es war heiß
es roch gewiss  aber nicht nach schweiß 
nein unter dem schrank aus eiche
stank es gewaltig - nach leiche 
tage später dicke brummer an den scheiben 
sie würden nicht lange bleiben 
wie der gestank und auch die maus
würden sie verlassen unser haus
fenster und türen offen 
es war heiß  wir konnten hoffen 
die brummer taten sich verlieben 
wieder auf leichen folgten ihren trieben 
doch ich werde mich wehren 
kämpfen voller stolz
dass sie sich nicht wieder vermehren
unter unserem schrank aus holz 
jede katz  mit maus
schmeiß ich raus 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh171024-16  -  natur wo man auch hinkuckt„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,betreff,alltäglichkeiten,fassen,möchte,schreien,trau,buchstabe,gedicht,geringem,gewicht,halte,lieber,klein,licht,zeige,niemals,gesicht,wäre,entstünde,abmeldungen",2017,0014, Mut fassen,BenLo,07,29,vikus-viewer/data/fulltext/pdf/zh170729 - 18 - Mut fassen.pdf,"|
alltäglichkeiten
ộ
mut fassen
lo
ich möchte schreien trau mich aber nicht 
bin wie ein buchstabe im gedicht
von sehr geringem gewicht 
halte lieber klein mein licht 
zeige niemals mein gesicht 
                                                  
doch wenn ich nicht wäre 
dann entstünde eine
 …   
 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170729-18  -  mut fassen„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,mode,alltäglichkeiten,manch,schöner,mensch,findet,hässlich,dummen,groll,kauft,kummervoll,teure,klamotten,grässlich,sagt,modern,glaubt,ver-modern,anbenlo@zh170505-11,seite",2017,0015, Mode,BenLo,05,05,vikus-viewer/data/fulltext/pdf/zh170505 - 11 - Mode.pdf,"|
alltäglichkeiten
ộ
mode
lo
manch schöner mensch findet hässlich sich 
und aus dummen groll
kauft er kummervoll
teure klamotten grässlich sich 
man sagt ihm das sei sehr modern
er glaubt sonst zu ver-modern
anbenlo@gmx de
zh170505-11  -  mode - seite 1 von 1
 "
"All,hallo,menschen,umfrage,zahl,locke,mache,strich,schon,obwohl,gerade,hälfte,vorgegebenen,befragt,offensichtlich,darf,spalte,grosse,frage,beantwortet,alltägliches",2017,0016, IV,BenLo,07,18,vikus-viewer/data/fulltext/pdf/zh170718 - 14 - Umfrage II - IV.pdf," alltägliches von benlo schrei  -  zh170718-14  -  umfrage ii - iv - seite 1 von 1
umfrage ii
locke
hallo  hallo sie da  
ja  meinen sie mich  
ja sie  
was wollen sie denn  
darf ich sie etwas fragen  
nein  gehen sie weg  
ok  auf wiedersehen  
ich mache einen strich in der spalte „nein   es ist schon jetzt  obwohl ich gerade mal die hälfte der 
vorgegebenen zahl von menschen befragt habe  offensichtlich  dass selbst von den menschen  die sich nicht
befragen lassen wollen  eine grosse anzahl immerhin eine frage doch beantwortet 
umfrage iii
locke
hallo  hallo sie da  
sie  hallo 
darf ich sie etwas …    
na gut  dann nicht  - tschau    
ich mache einen strich in der spalte „nix   es ist schon jetzt  obwohl ich gerade mal die hälfte der 
vorgegebenen zahl von menschen befragt habe  offensichtlich  dass eine grosse zahl von menschen  
wirklich gar keine frage beantwortet 
umfrage iv
locke
   
 
 
    
ich mache keinen strich  es ist schon jetzt  obwohl ich gerade mal die hälfte der vorgegebenen zahl von 
menschen befragt habe  offensichtlich  dass die riesengroße mehrheit der menschheit überhaupt nicht von 
mir erreicht wird 
 "
"All,holzklotz,wasser,schon,stieg,klotz,fest,kinderstimme,papa,wusste,alltägliches,schrei,zh170519-11,seite,locke,geschah,samstag,nachmittag,regnete,ganzen,ziemlich",2017,0017, Klotz,BenLo,05,19,vikus-viewer/data/fulltext/pdf/zh170519 - 11 - Klotz.pdf,"alltägliches von benlo schrei  -  zh170519-11  -  klotz - seite 1 von 1
klotz
locke
es geschah an einem samstag nachmittag  es regnete schon den ganzen tag ziemlich heftig  ich war auf der
baustelle und schaute mich um  als ich merkte dass ich im matsch feststeckte war es schon fast zu spät  das
wasser stieg und stieg  eigentlich waren es nicht weit bis zum rettenden ufer  aber ich steckte fest  innerlich
hatte ich mit allem abgeschlossen  das wasser stieg und stieg  ich hielt still  energie sparen  plötzlich schoss
ich wie ein delfin aus dem wasser und schlug mit einem leisen platschen auf der wasseroberfläche auf  als ich
endlich verstanden habe was mir passiert war hörte ich eine kinderstimme   hast du gesehen wie der aus dem
wasser gesprungen ist  papa   einen augenblick später wusste ich wer ich bin  denn der papa antwortete   ja 
der holzklotz saß wahrscheinlich im schlamm fest und ist durch das wasser      ich war also ein holzklotz  toll 
die frage   wer bin ich   war also geklärt  und jetzt  mein ganzes leben habe ich gegrübelt und nachgedacht 
war manches mal verzweifelt  ein holzklotz  ein traum  was ist ein holzklotz  was macht ein holzklotz  die
kinderstimme   der schwimmt wie ein floß   der vater   komm  wir müssen nach hause  kannst den klotz ja
mitnehmen   schon war ich in der kinderhand   können wir da was raus bauen  vielleicht ein richtiges boot  
ich war beruhigt  wusste zwar nicht was aus mir wird  aber es wird doch etwas aus mir 
ich finde ja  ein holzklotz an sich ist auch schon völlig ok    
 "
"All,holzklotz,wasser,schon,stieg,klotz,fest,kinderstimme,papa,wusste,alltäglichkeiten,samstag,nachmittag,regnete,ganzen,ziemlich,heftig,baustelle,schaute,merkte,matsch",2017,0018, Klotz,BenLo,05,19,vikus-viewer/data/fulltext/pdf/zh170519 - 12 - Klotz.pdf,"|
alltäglichkeiten
ộ
klotz
lo
samstag nachmittag  es regnete schon den ganzen tag ziemlich heftig  ich war auf der baustelle und
schaute mich um  als ich merkte dass ich im matsch feststeckte war es schon fast zu spät  das wasser
stieg und stieg  eigentlich waren es nicht weit bis zum rettenden ufer  aber ich steckte fest  
innerlich hatte ich mit allem abgeschlossen  das wasser stieg und stieg  ich hielt still  energie 
sparen  plötzlich schoss ich wie ein delfin aus dem wasser und schlug mit einem leisen platschen auf
der wasseroberfläche auf  als ich endlich verstanden habe was mir passiert war hörte ich eine 
kinderstimme   hast du gesehen wie der aus dem wasser gesprungen ist  papa   einen augenblick 
später wusste ich wer ich bin  denn der papa antwortete   ja  der holzklotz saß wahrscheinlich im 
schlamm fest und ist durch das wasser      ich war also ein holzklotz  toll  die frage   wer bin ich   
war also geklärt  und jetzt  bisher wußte ich nicht einmal ob ich etwas bin  jetzt weiß ich sogar wer 
ich bin  ein holzklotz  ein traum  was ist ein holzklotz  was macht ein holzklotz  mir kamen 
fragen    ich war verwirrt  die kinderstimme   der schwimmt wie ein floß   der vater   komm  wir 
müssen nach hause  kannst den klotz ja mitnehmen   schon war ich in der kinderhand   können wir 
da was raus bauen  vielleicht ein richtiges boot   ich war beruhigt  wusste zwar nicht was aus mir 
wird  aber es wird 
ich finde ja   holzklotz an sich ist auch schon völlig ok     mehr als ich erwartet habe 
anbenlo@gmx de
zh170519-12  -  klotz - seite 1 von 1
 "
"All,hänschen,klein,lied,normalen,heraus,ging,richtig,betreff,alltäglichkeiten,lebens,1mütterlein,weint,allein,töchterlein,wächst,hass,krass,bleibt,blass,statt",2019,0019, Lied eines normalen Lebens,BenLo,07,22,vikus-viewer/data/fulltext/pdf/zh190722-1100 - Lied eines normalen Lebens.pdf,"|
alltäglichkeiten
ộ
lied eines normalen lebens
lo
1mütterlein
weint allein 
„wieder ist s kein töchterlein  
 s wächst ihr hass
auf s hänschen krass 
er bleibt klein und blass 
statt dass hänschen wehret sich 
pisst s in bett und hose sich 
stock heraus
saus und braus
ihr kummer muss heraus 
viel jahre  oh 
ging das so 
beide waren gar nicht froh 
dann starb sie
viel zu früh
hänschen trauert nie 
doch das hänschen wird zum hans
aber doch nicht richtig ganz 
schuldig und
nicht gesund
wird er dick und rund 
1melodie  jagdlied jägerlust  1807   bzw  hänschen klein
lang verlorn
bis ommadawn2
therapie stach wie ein dorn
er fand sich
innerlich
weinte bitterlich
doch dann ging s ihm richtig gut
ließ raus seine ganze wut
auf s mütterlein 
nun nicht mehr klein
kann er mit ihr wein n 
blickt zurück
hatte glück
tante stärkte ihn ein stück
freunde auch
im dichten rauch
gaben lebenshauch
doch auch frau und kinder zwei
taten ihren teil dabei 
schluss mit leid
rest der zeit
nur noch heiterkeit 
2
siehe lo  rh170228 - 17 - ommadawn
an- oder abmeldungen bitte an  anbenlo@gmx de
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh 190722-1100 - lied eines normalen lebens„
seite 1 von 1
an anbenlo@gmx de 
sein
 "
"All,fazit,manchmal,alltäglichkeiten,jahrelangem,her-,wälzen,gedanken,kommt,alter,selbstbild,wanken,besonderes,freu,kleine,sachen,dumm,eitel,weinen,lachen,sogar",2017,0020, Fazit,BenLo,07,23,vikus-viewer/data/fulltext/pdf/zh170723 - 14 - Fazit.pdf,"|
alltäglichkeiten
ộ
fazit
lo
nach jahrelangem hin- und her- wälzen der gedanken
kommt jetzt im alter mein selbstbild ins wanken 
ich bin doch nichts besonderes  freu mich über kleine sachen
bin dumm und eitel  muß manchmal weinen und auch lachen 
habe sogar manchmal eine art tick
bin halt wie alle anderen  einzigartig 
anbenlo@gmx de
zh170723-14  -  fazit - seite 1 von 1
 "
"All,hallo,stadt,viele,wasser,schon,schnell,betreff,alltäglichkeiten,herbstreisegrauen,frankfurt,banken,gedanken,obwohl,gehirn,krank,surrt,fühl,wohl,trotzdem,lurch",2017,0021, Herbstreisegrauen,BenLo,10,31,vikus-viewer/data/fulltext/pdf/zh171031 - 17 - Herbstreisegrauen.pdf,"|
alltäglichkeiten
ộ
herbstreisegrauen
lo
hallo frankfurt 
stadt der banken 
viele gedanken 
obwohl mein gehirn sich krank surrt 
ich fühl mich wohl durch und durch 
trotzdem  weiter  weiter bin ein arm  lurch 
hallo hamburg 
schöne stadt  viele menschen  viel wasser
doch eine frau  die war schon krasser 
wollte nur schnell und warm durch 
mir wurde komisch  der zauberer merlin  
nein  schnell weg  eine lehrerin 
hallo berlin
ich musste ihn riechen  den duft
die rauhheit der berliner luft 
das tat auch aus china herr lin 
diese stadt  ein riesen rührwerk 
ich wollte atmen  nahm meine kraft für n berg 
hallo nürnberg 
bratwurst und lebkuchen
wollte ich suchen 
da kam ein kerl  ich hielt ihn für n zwerg 
der ließ mit federn und teer mich betünchen
knapp kam ich fort  sah aus wie ein hühnchen 
hallo münchen 
ich fühlte mein ende schon 
oktoberfest  letzte station 
sie wollten mich lynchen 
ich rutschte  schwer verletzt auf meinen knien 
im wasser der isar  konnte ich zur donau fliehn 
halloween 
nee  wo hin 
an- oder abmeldungen bitte an anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh171031--17  -  herbstreisegrauen„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,glück,welch,doppelt,ganz,gewinn,farbe,betreff,alltäglichkeiten,glückskind,nett,freundlich,geschwister,andre,seiten,fangen,nichtigem,grund,streiten,wären,familiensinn",2019,0022, Glueckskind doppelt so nett,BenLo,04,07,vikus-viewer/data/fulltext/pdf/zh190407 - 12 - Glueckskind doppelt so nett.pdf,"|
alltäglichkeiten
ộ
glückskind doppelt so nett
lo
was hab ich ein glück  dass ich so freundlich bin 
meine geschwister hab n ganz andre seiten 
fangen an  aus nichtigem grund  zu streiten 
ach  wären alle so wie ich  welch gewinn 
was ein glück mit unserem familiensinn 
wir können ganz entspannt zur ruhe gleiten 
doch die nachbarn böse  attacken reiten 
ach  gäb s nur meine familie  welch gewinn 
was hab ich für ein glück mit meinen ortsteil 
wird niemals gespalten nicht mal mit mordskeil 
andere handeln  wie wenn wir feinde sind 
und was habe ich glück mit meinem verein 
wir sind die besten  so wird es immer sein 
ach  wenn alle so wie wir  friede gewinnt 
was ein glück  die farbe die meine haut hat 
alle werden es erkennen bei zeiten 
wir sind die schönsten in des weltalls weiten 
ach  mit meiner farbe gibt s schönheiten satt 
was hab ich ein glück mit meinem guten staat 
wir könnten die menschen führen und leiten 
and re länder wollen nur macht erstreiten 
ach  wir machten ja alle reich  in der tat 
was ein glück  ich bin auf dieser blauen erd 
luft zum atmen und wärme vom sonnenherd 
aliens bedrohen uns und auch sternschnuppen    
stopp  merkst du nicht welch wirres zeug du erbrichst 
du nur gut von dir und deinen leuten sprichst 
gut wie deine sind auch dir fremde gruppen 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh 190407- 12 - glueckskind doppelt so nett„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,ziffern,geförukleibuder,gesellschaft,wichtige,mitteilung,raum,2018,mitglieder,reihenfolge,direkt,folgen,sollten,immer,stehen,siehst,betreff,alltäglichkeiten,hallo,heute,förderung",2017,0023, wichtige Mitteilung,BenLo,11,08,vikus-viewer/data/fulltext/pdf/zh171108 - 16 - wichtige Mitteilung.pdf,"|
alltäglichkeiten
ộ
wichtige mitteilung
lo
hallo  
heute nur die mitteilung 
die gesellschaft zur förderung des richtigen umgangs mit kleinen buchstaben im  
deutschsprachigem raum  geförukleibuder – gel   geföru kleibuder  hat ihre auflösung 
zum ersten januar 2018 beschlossen 
begründung  mit der jetzigen regelung des sinnvollen gebrauchs des „n  sei ja auch der 
letzte kleinbuchstabe einer eindeutigen benutzungsordnung zugeordnet und somit das ziel
der geförukleibuder  die sich im zuge der 68er-bewegung gegründet hat  erreicht  das am 
2 1 2018 in kraft tretende komplette regelwerk wird in der jubiläums-ausgabe zum 50-
jährigen bestehen der gesellschaft im monat dezember 2017 bekannt gegeben 
der termin wäre beinahe noch geplatzt  weil die deutschen mitglieder sich lange gegen die 
regel  dass die reihenfolge der „n  in namen mit zwei „n  direkt hintereinander anders 
geregelt ist  als die  reihenfolge der „m   mir war das nicht so wichtig  obwohl es natürlich 
argumente… nein  jetzt ist es egal 
also  kauft euch die jubiläumsausgabe der geförukleibuder 
mit freundlichen grüßen  
 lo
p s   einige mitglieder der geförukleibuder überlegen  ob sie eine gesellschaft zur rege-
lung des gebrauches von ziffern in zahlen in denen einzelne ziffern mehrmals direkt auf-
einander folgen  gründen sollten  es gibt ja immer wieder diskussionen darüber  wie z b  die
zahl fünfhundertdreiundvierzigmillionenzweihundertundelftausendeinhundertundzwölf 
geschrieben wird  ich mache mal einen vorschlag  543211112  die ziffern 5  4 und 3 sind in 
diesem fall ja kein problem  auch die position der ziffern 2 ist klar  sie stehen da wo sie 
ihrem wert nach zu stehen haben  aber die 1en in meinem beispiel  wie du siehst  habe ich 
jetzt einfach mal die zweite 1 an den anfang gestellt und dann folgen die dritte  erste und 
dann erst  sehr umstritten  die vierte 1  du siehst sofort  es erhöht nicht die lesbarkeit  
solche probleme tauchen ja immer wieder  auch mit anderen ziffern auf  man denke nur an 
die 6 oder  vielleicht noch komplexer  die 8  
ich persönlich aber bin  trotz aller schwierigkeiten mit den unklarheiten die das jetzige 
völlig ungeregelte verfahren mit sich bringt  gegen eine weitere reglementierung unserer 
schriftsprache  
den menschen im deutschsprachigen raum sollten wir ein gewisses maß an freier 
entscheidung überlassen  
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh171108-16  -  wichtige mitteilung„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,hühner,fische,bilder,algen,pilze,handeln,müssen,gehen,termiten,nudeln,entstehen,angst,bienen,schweine,ändern,eiszeit,warme,gräser,bäume,hilft",2018,0024, warme Zeiten,BenLo,01,29,vikus-viewer/data/fulltext/pdf/zh180129 - 17 - warme Zeiten.pdf,"|
alltäglichkeiten
ộ
warme zeiten
lo
wenn
wenn wir
wenn wir gehen
wenn wir gehen und sehen
hühner
hühner termiten
hühner termiten gräser
hühner termiten gräser und birnen
fische
fische nudeln
fische nudeln bäume
fische nudeln bäume und hornissen
bilder 
bilder entstehen
bilder entstehen in
bilder entstehen in unsern hirnen
gegen
gegen angst
gegen angst hilft
gegen angst hilft nur wissen
algen
algen bienen
algen bienen kaffee
algen bienen kaffee und rinder
pilze
pilze schweine
pilze schweine kohl
pilze schweine kohl und mensch
handeln
handeln werden
handeln werden wohl 
handeln werden wohl die kinder
müssen
müssen ändern
müssen ändern fabrik
müssen ändern fabrik und ranch
denn
denn eiszeit
denn eiszeit wird 
denn eiszeit wird zu ende gehen
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh180129-17 - warme zeiten„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,polen,magnetismusforschung,alltägliches,schrei,zh170721-19,seite,locke,hört,heute,merkwürdige,sachen,lachen,einfach,hohl,beispiel,findet,genau,homophober,bajuwar,abstoßend",2017,0025, Magnetismusforschung in Polen,BenLo,07,21,vikus-viewer/data/fulltext/pdf/zh170721 - 19 - Magnetismusforschung in Polen.pdf," alltägliches von benlo schrei  -  zh170721-19  -  magnetismusforschung in polen - seite 1 von 1
magnetismusforschung in polen
locke
von den polen hört man heute ja oft merkwürdige sachen 
manche sind zum lachen 
ander sind einfach hohl 
zum beispiel findet  genau wie ein homophober bajuwar
sehr abstoßend auch der homophobe pol  ist ja  klar 
menschen  die ihm gleichen 
sie sollen weichen 
manchmal geht er über leichen
und immer schreit er voll entsetzen  ich wett  
„i mag net  
 "
"All,augen,höre,kannst,gerade,seite,reichen,mehr,kuck,sieht,schön,ohren,hätten,überhaupt,bitte,leben,betreff,alltäglichkeiten,erzählt,hallo,weiß",2017,0026, Mein Ohr erzählt,BenLo,04,25,vikus-viewer/data/fulltext/pdf/rh170425 - 18 - Mein Ohr erzählt.pdf,"|
alltäglichkeiten
ộ
mein ohr erzählt
lo
hallo lo  ich weiß  du willst gar nicht alles wissen was ich so höre  aber ich versuch es 
trotzdem  und  bevor ich anfange  kannst du vielleicht deine augen schließen  die 
drängeln sich sonst immer wieder vor  es ist ja soo wichtig  was sie mitzuteilen haben  so  
gerade höre ich das kratzen des bleistiftes auf dem papier  dein schweres atmen was mir 
manchmal angst macht  das umblättern der seite gerade und wie du mit dem stift den falz 
glattgestrichen hast  dann ein leises „ok   von petra  das soll erst mal reichen  die zeit ist 
um  
ahh  möchtest du doch noch etwas mehr erfahren  finde ich gut  ich würde gerne noch 
etwas zu meinen ach  so wichtigen kollegen  den augen bemerken  du sagst dauernd  „ach  
kuck mal     „ohh  das sieht aber schön aus   oder „hey  man sieht ja gar nichts    am letzten
beispiel kannst du erkennen wie beschränkt diese augen sind  du merkst  ich bin etwas 
eingeschnappt  ich will ja nicht behaupten  dass wir ohren die besten sind  aber etwas mehr
achtung für unsere arbeit wäre schon schön  zum schluss mal ein gedankenexperiment für 
dich  überlege mal wie viel schönes du nicht gesehen hättest wenn wir ohren dir nicht 
gesagt hätten wohin die augen denn überhaupt kucken sollten  das brausen des wasserfalls
hinter dem felsvorsprung  das hämmern des buntspechtes oder das zischen des brenners 
im heißluftballon  und bitte  denke mal nach  ob du überhaupt noch leben würdest  wenn 
wir z b  nicht gemeldet hätten   kuck mal rechts  das heranrasende auto    - so  das soll 
reichen und jetzt hören wir mal  was das leben noch so bringt 
an- oder abmeldungen bitte an anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „rh170425-18  -  mein ohr erzählt„
seite 1 von 1
an anbenlo@gmx de  
sein 
 "
